DBA,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,GRADE
BROOME STREET BAR,363,WEST BROADWAY,10013,2129252086,American,A
LA PIZZA FRESCA,31,EAST   20 STREET,10003,2125980141,Italian,A
KING DRAGON 88,1548,MADISON AVE,10029,2123696788,Chinese,A
YU SUSHI,827,WEST  181 STREET,10033,2127818833,Japanese,A
SWEET CHEF SOUTHERN STYLES BAKERY,122,HAMILTON PLACE,10031,2128625909,Bakery,A
MCDONALD'S,480,3 AVENUE,10016,2125328186,Hamburgers,A
"GARDEN MARKET, DUNKIN DONUTS",4,PENN PLZ,10121,2124656273,Hotdogs/Pretzels,A
SMITHFIELD HALL,138,W 25TH ST,10001,2129299677,American,A
SARABETH'S,40,CENTRAL PARK SOUTH,10019,2128265959,American,A
DIG INN SEASONAL MARKET,150,EAST   52 STREET,10022,2124213055,American,A
ZUTTO,77,HUDSON STREET,10013,2122333287,Japanese,A
CITY MARKET CAFE,178,5 AVENUE,10010,2122068922,American,A
DOMINO'S,16A,W 8TH ST,10011,2123533100,Pizza,A
ROCKWOOD MUSIC HALL,184198,ALLEN STREET,10002,2124774155,American,A
ROASTING PLANT,7577,GREENWICH AVENUE,10014,2127757755,Caf̩/Coffee/Tea,A
HOTEL PIERRE-BANQUET KITCHEN,2,EAST   61 STREET,10065,2128388000,American,A
ASIAN WOK,88,FULTON ST,10038,2127660821,Chinese,A
DILL AND PARSLEY,829,3RD AVE,10022,6469186949,Mediterranean,A
SOCIETY BILLARDS AND BAR,10,EAST   21 STREET,10010,2124201000,American,A
MARTY'S V BURGER,134,E 27TH ST,10016,6464846325,American,A
FAMOUS JOE'S PIZZA,7,CARMINE STREET,10014,2123661182,Pizza,A
FOOLS GOLD,145,E HOUSTON ST,10002,2126732337,American,A
DOS TOROS TAQUERIA,636,LEXINGTON AVE,10022,3474865856,Mexican,A
DIG INN SEASONAL MARKET,80,BROAD ST,10004,2127764052,American,A
X CAFFE,3952,BROADWAY,10032,2125431999,Caf̩/Coffee/Tea,A
BLUE HAVEN,108,WEST HOUSTON STREET,10012,2125053400,American,A
VERLAINE,110,RIVINGTON STREET,10002,2126142494,Tapas,A
THE SIMONE,151,EAST 82 STREET,10028,2127728861,French,A
GAETANA'S CUCINA ITALIANA,143,CHRISTOPHER STREET,10014,2126753913,Italian,A
GRINI'S BAKERY,645,LENOX AVE,10037,6469186268,Bakery,A
DUNKIN' DONUTS,412,3 AVENUE,10016,2126866362,Donuts,A
TONY'S DI NAPOLI,147,WEST 43RD STREET,10036,2122210100,Italian,A
JOEY PEPPERONI,493,2ND AVE,10016,2122135558,Pizza,A
UP THAI,1411,2ND AVE,10021,2122561188,Thai,A
CHEZ JOSEPHINE,414,WEST   42 STREET,10036,2125941925,French,A
STARBUCKS,424,PARK AVENUE SOUTH,10016,2127250637,American,A
CORTE CAFE,2,LAFAYETTE STREET,10007,2127663200,Delicatessen,A
LUISA CHIMICHURRY,1351,SAINT NICHOLAS AVE,10033,2127811489,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",A
ACQUA,718,AMSTERDAM AVENUE,10025,2122222752,Italian,A
GARDEN PUB,4,PENN PLZ,10121,2124656302,American,A
ACQUA RESTAURANT,2123,PECK SLIP,10038,2123494433,Italian,A
BAGEL BOSS,263,1 AVENUE,10003,2123889292,Jewish/Kosher,A
FUEL GRILL AND JUICE BAR,379,3RD AVE,10016,2126842221,"Juice, Smoothies, Fruit Salads",A
SUSHI OF GARI TRIBECA,130,WEST BROADWAY,10013,2122850130,Japanese,A
NOVITA,102,EAST   22 STREET,10010,2126772222,Italian,A
LA FONDA DEL SOL,200,PARK AVENUE,10166,2128676767,Spanish,A
PRET A MANGER,857,BROADWAY,10003,6465728010,Sandwiches,A
MARLOW BISTRO,1018,AMSTERDAM AVE,10025,2126629020,Mediterranean,A
THREE CORNERS CAFE,599,LEXINGTON AVE,10022,2125494222,American,A
NEW 888 CHINA EXPRESS,88,E. BROADWAY,10002,2124313555,Chinese,A
FOLEY'S N.Y. PUB AND RESTAURANT,18,WEST   33 STREET,10001,2122900080,Irish,A
THAILAND RESTAURANT,856,10 AVENUE,10019,2129578818,Thai,A
2 BROS PIZZA,557,8TH AVE,10018,9175878888,Pizza,A
THE IMMIGRANT NYC,341,EAST    9 STREET,10003,6463081724,American,A
BESSEMER TRUST CO,630,5TH AVE,10111,2127089273,American,A
ANGELO OF MULBERRY ST.,146,MULBERRY STREET,10013,2129661277,Italian,A
ADVENTURE CAFE,85,DELANCEY ST,10002,6468472367,Caf̩/Coffee/Tea,A
CANDLE 79 RESTAURANT,154,EAST   79 STREET,10075,2125377179,Vegetarian,A
CLOCK WORK,21,ESSEX STREET,10002,2126774545,American,A
SUBWAY,1885,3 AVENUE,10029,2125344676,Sandwiches,A
DESNUDA,122,EAST    7 STREET,10009,2122543515,Mexican,A
SPOONFED NYC RESTAURANT,331,W 51ST ST,10019,6463681854,Soul Food,A
BOMBAY DELI PIZZA & TANDOORI RESTAURANT,367,WEST   36 STREET,10018,2125641880,Indian,A
BEETLE HOUSE,308,E 6TH ST,10003,2124772400,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",A
KAILASH PARBAT,99,LEXINGTON AVE,10016,3479723788,Indian,A
SONS OF ESSEX,133,ESSEX STREET,10002,2126747100,American,A
COLBEH,32,WEST 39 STREET,10018,2123548181,Jewish/Kosher,A
MARRIOTT MARQUIS PASTRY SHOP,1535,BROADWAY,10036,2125364999,Bakery,A
GRK FRESH GREEK,111,FULTON STREET,10038,2123852010,Greek,A
PRET A MANGER,400,PARK AVE S,10016,2124475065,Sandwiches/Salads/Mixed Buffet,A
SBARRO,159,WEST   33 STREET,10001,2125641909,Pizza/Italian,A
GOTHAM POKE,353,W 14TH ST,10014,6466600453,Hawaiian,A
BARRE CAFE AT STEPS,2121,BROADWAY,10023,2128742410,Caf̩/Coffee/Tea,A
COPPELIA CUBAN LUNCHEONETTE,207,WEST   14 STREET,10011,2128585001,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",A
AUGURS WELL,115,ST MARKS PLACE,10009,7182497645,American,A
THE SPOT CAFE/KOOFO,67,WEST   23 STREET,10010,2129242654,Delicatessen,A
AYIOS GREEK ROTISSERIE,2,ST MARKS PLACE,10003,2122609762,Greek,A
HOT KITCHEN,251,E 53RD ST,10022,2125888826,Chinese,A
STARBUCKS,2140,BROADWAY,10023,2125801141,Caf̩/Coffee/Tea,A
AMURA JAPANESE RESTAURANT,1567,2ND AVE,10028,2127721688,Japanese,A
LOCAL 92,92,2ND AVE,10003,2124322232,Mediterranean,A
21 CLUB,21,WEST   52 STREET,10019,2125827200,American,A
CHIPOTLE MEXICAN GRILL,55,EAST    8 STREET,10003,2129823081,Tex-Mex,A
MOTT CORNER,58,KENMARE STREET,10012,2124311192,American,A
SNAFU,127,EAST   47 STREET,10017,2123179100,American,A
STARBUCKS,340,MADISON AVENUE,10173,2128670928,Caf̩/Coffee/Tea,A
LUCKY STARS BAKERY,280,GRAND ST,10002,2122198434,Chinese,A
LEA WINE BAR,230,PARK AVENUE,10003,2129221546,American,A
ATOYAMA SUSHI,11,WEST   36 STREET,10018,2129679541,Asian,A
PATSY'S PIZZERIA,1279,1 AVENUE,10065,2126931000,Italian,A
DUNKIN' DONUTS,250,EAST HOUSTON STREET,10002,2123881637,Donuts,A
ATOMIC WINGS,2090,FREDERICK DOUGLASS BOULEVARD,10026,2122221478,Chicken,A
FERRARA'S,195,GRAND STREET,10013,2122266150,Bakery,A
BYBLOS,80,MADISON AVENUE,10016,2126870808,Middle Eastern,A
Jaques Brasserie,204,E 85TH ST,10028,2123272272,French,A
ORIGINAL SANDWICHES,58A,GREENWICH AVENUE,10011,2122552237,Sandwiches,A
TRIBECA TAPHOUSE,363,GREENWICH STREET,10013,2125108939,American,A
CAFE 28,245,5 AVENUE,10016,2126867300,American,A
HUA XIA RESTAURANT,49,DIVISION ST,10002,2129651926,Chinese,A
PICK A BAGEL,785,LEXINGTON AVE,10065,2128320051,Bagels/Pretzels,A
MATCH 65,29,EAST   65 STREET,10065,2127374400,French,A
PULSE CAFE,45,ROCKEFELLER PLAZA,10111,2122188663,American,A
PONCHE TAQUERIA,420,WEST   49 STREET,10019,2125811235,Mexican,A
UPRIGHT,547,HUDSON STREET,10014,9174787667,American,A
SOMBRERO MEXICAN RESTAURANT,303,WEST   48 STREET,10036,2125864853,Mexican,A
MCDONALD'S,4040,BROADWAY,10032,2129239582,Hamburgers,A
MADISON & VINE,299,MADISON AVENUE,10017,2128675535,American,A
FELICE,15,GOLD STREET,10038,2127855950,Italian,A
PAPILLON BISTRO & BAR,22,EAST   54 STREET,10022,2127549006,French,A
LA CABANA SALVADORENA RESTAURANT,4384,BROADWAY,10040,2129287872,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",A
NoMad,1170,BROADWAY,10001,2127961500,American,A
RAMEN TAKUMI,1,UNIVERSITY PLACE,10003,2122292752,Japanese,A
THE CORNELIA STREET CAFE,29,CORNELIA STREET,10014,2129899319,American,A
JUICE GENERATION,1486,3 AVENUE,10028,2122494071,American,A
HARLEM FOOD BAR,2100,FREDERICK DOUGLASS BOULEVARD,10026,2122229570,American,A
LE PAIN QUOTIDIEN,708,3 AVENUE,10017,6467360949,French,A
AL HORNO LEAN MEXICAN KITCHEN,57,1ST AVE,10003,6466093762,Mexican,A
CAFE DU SOLEIL,245,WEST  104 STREET,10025,2123165000,French,A
REPUBLICA,160,DYCKMAN ST,10040,6468959444,Spanish,A
ABACKY POTLUCK,253,W 26TH ST,10001,2129293809,Asian,A
BRISAS DEL MAR SEAFOOD MARKET,1785-1787,LEXINGTON AVENUE,10029,2122891780,Seafood,A
ALTA,64,WEST   10 STREET,10011,2125057777,American,A
CELESTE,502,AMSTERDAM AVENUE,10024,2128744559,Italian,A
BERKELEY,437,MADISON AVENUE,10022,2128328121,American,A
NEW SAU VOI,101105,LAFAYETTE STREET,10013,2122268184,Sandwiches,A
OLD JOHN'S LUNCHEONETTE,148,WEST   67 STREET,10023,2128742700,American,A
INDUSTRY,355,WEST   52 STREET,10019,6464762747,American,A
SANT AMBROEUS,265,LAFAYETTE STREET,10012,2129662770,Italian,A
T & J JAMAICAN FLAVA,1257,PARK AVE,10029,2128608603,Caribbean,A
MARCHE MADISON,9,EAST   40 STREET,10016,2127251420,American,A
MAPLE,119,W 31ST ST,10001,6312352039,Other,A
STARBUCKS,345,EAST   69 STREET,10021,2124731312,Caf̩/Coffee/Tea,A
JASPER'S TAPHOUSE & KITCHEN,761,9TH AVE,10019,2129751000,American,A
OLYMPIC FLAME DINER,200,WEST   60 STREET,10023,2125815259,American,A
BLACK MARKET,110,AVENUE A,10009,2126149798,American,A
MINAR INDIAN RESTAURANT,138,WEST   46 STREET,10036,2123984600,Indian,A
EL MANANTIAL BAKERY,1220,SAINT NICHOLAS AVE,10032,2127950045,Bakery,A
HAMPTON INN TIMES SQUARE,220,W 41ST ST,10036,2122211188,American,A
ONE MILE HOUSE,1012,DELANCY STREET,10002,6465590702,American,A
FINANCIER PATISSERIE,983,1 AVENUE,10022,2124190100,French,A
EAST GARDEN,1685,1ST AVE,10128,2128315900,Chinese,A
SIDE BAR,120,EAST 15 STREET,10003,2126772900,American,A
JUSTINO'S PIZZERIA,77,PEARL ST,10004,2127979292,Pizza/Italian,A
BENTON CAFE,156,EAST   45 STREET,10017,2129229788,Japanese,A
AUNTIE ANNE'S PRETZELS,664,8 AVENUE,10036,2127641542,Hotdogs/Pretzels,A
AMSTERDAM TAVERN,938,AMSTERDAM AVENUE,10025,2122808070,American,A
CORK & KALE AT EVEN HOTEL,321,W 35TH ST,10001,2123560034,American,A
THE EDGE,101,EDGECOMBE AVE,10030,2129399688,Caf̩/Coffee/Tea,A
RUBY'S,219,MULBERRY STREET,10012,2129255755,American,A
EL GRAN VALLE IV RESTAURANT,1944,AMSTERDAM AVE,10032,2123687100,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",A
SUSHI PARA 88,212,W 14TH ST,10011,2128821089,Japanese,A
AWASH ETHIOPIAN RESTAURANT,947,AMSTERDAM AVENUE,10025,2129611416,Ethiopian,A
MARY O'S,32,AVENUE A,10009,2125055610,American,A
CALLE OCHO,45,WEST   81 STREET,10024,2128735025,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",A
107 WEST RESTAURANT,2787,BROADWAY,10025,2128641555,American,A
LAZZARAS PIZZA CAFE,221,WEST   38 STREET,10018,2129447792,Pizza,A
THE LITTLE PRINCE,199,PRINCE STREET,10012,2123350566,French,A
GOURMET DELI,341,7TH AVE,10001,2122799221,Delicatessen,A
BIG ALS CHICAGO PIZZA,9,THAMES STREET,10006,2129643269,Pizza,A
SOJOURN,242-244,EAST   79 STREET,10075,2125377745,Mediterranean,A
THE MILL,140,E 52ND ST,10022,2128260302,American,A
BONNIE VEE,17,STANTON ST,10002,9176393352,American,A
SIMPLY DIVINE AT THE JCC,334,AMSTERDAM AVENUE,10023,2125417300,Jewish/Kosher,A
THE CHURCHILL TAVERN,45,EAST   28 STREET,10016,6464768419,English,A
BARRIO CHINO,253,BROOME STREET,10002,2122286710,Mexican,A
FUEL GRILL AND JUICE BAR,379,3RD AVE,10016,2126842221,"Juice, Smoothies, Fruit Salads",A
PAPPARDELLA,316,COLUMBUS AVENUE,10023,2125957996,Italian,A
OOTOYA JAPANESE RESTAURANT,8,WEST   18 STREET,10011,2122550018,Japanese,A
SERAFINA BROADWAY,210,WEST   55 STREET,10019,2123151700,Italian,A
EL JOBITO RESTAURANT,1579,ST NICHOLAS AVENUE,10040,6465902495,Spanish,A
CHIPOTLE MEXICAN GRILL,404,BROADWAY,10013,2122262172,Mexican,A
BEN ASH DELICATESSEN,855,7 AVENUE,10019,2122651818,Delicatessen,A
NEW FRESH WOK,1777,1ST AVE,10128,2128287666,Chinese,A
DAFNI,325,WEST 42 STREET,10036,2123151010,Greek,A
KOBEYAKI,215,E 86TH ST,10028,2128602300,Japanese,A
FRIEDMAN'S,450,10TH AVE,10018,2122681100,American,A
FRESCO 57,881,10 AVENUE,10019,2129776707,American,A
BLONDIES,212,WEST   79 STREET,10024,2123624360,American,A
POPEYES LOUISIANA KITCHEN,601,WEST  172 STREET,10032,2127811570,Chicken,A
WALDORF ASTORIA NYC-SIR HARRY'S,301,PARK AVE,10022,2123553000,American,A
BURGER KING,16,BEAVER STREET,10004,2124831051,Hamburgers,A
THE GLOBE BAR & GRILL,158,EAST   23 STREET,10010,2124776161,American,A
INDIAN ROAD CAFE,600,WEST  218 STREET,10034,9172702950,American,A
No. 7 SUB,1,W. 58TH STREET,10019,6467553228,American,A
CASA TOSCANA,12,JOHN STREET,10038,2124701159,Caf̩/Coffee/Tea,A
FELIDIA RESTAURANT,243,EAST   58 STREET,10022,2127581479,Italian,A
KEENS STEAKHOUSE,72,WEST 36th STREET,10018,2129473636,Steak,A
BRAZEN FOX KITCHEN AND BAR,106,3RD AVE,10003,2123531063,American,A
MAISON HUGO,132,E 61ST ST,10065,2128320500,French,A
LeVain Bakery,351,AMSTERDAM AVE,10024,2128746080,Bakery,A
W HOTEL,541,LEXINGTON AVENUE,10022,2124072998,American,A
THE WILLIAMS MEMORIAL RESIDENCE,720,WEST END AVENUE,10025,2123166000,American,A
LEMON LIFE,255,EAST  110 STREET,10029,2123692886,Japanese,A
ATLANTIC GRILL WEST,49,WEST   64 STREET,10023,2127874663,American,A
JUPIOCA,200,W 14TH ST,10011,9176818833,"Juice, Smoothies, Fruit Salads",A
AL HORNO,36,LEXINGTON AVE,10010,6469645183,Mexican,A
DUNKIN DONUTS,155,W 35TH ST,10001,2129672747,Donuts,A
MCALEER'S PUB,425,AMSTERDAM AVENUE,10024,2123627867,Irish,A
CARROT TOP PASTRIES II,5025,BROADWAY,10034,2125691532,American,A
SHAKE SHACK,49,GRAND CENTRAL TERMINAL,10017,6465175805,American,A
NUM PANG SANDWICH SHOP,1129,BROADWAY,10010,2126478889,Sandwiches,A
LILLY O'BRIENS,18,MURRAY ST,10007,6469302008,American,A
VIAND COFFEE SHOP,673,MADISON AVENUE,10065,2127516622,Greek,A
POTBELLY SANDWICH WORKS,41,WEST   14 STREET,10011,6462894209,Sandwiches/Salads/Mixed Buffet,A
SUBWAY,555,WEST   42 STREET,10036,2125945900,Sandwiches/Salads/Mixed Buffet,A
THE GREY DOG MULBERRY,244,MULBERRY STREET,10012,2129661060,American,A
LILLIE'S,249,WEST   49 STREET,10019,2129574530,American,A
CAFE SPICE,0,GRAND CENTRAL TERMINAL,10017,6462271300,Indian,A
MCDONALD'S,404,EAST   14 STREET,10009,2125980045,Hamburgers,A
TAL BAGELS DELI,975979,FIRST AVENUE,10022,2127539080,Delicatessen,A
ELSEWHERE ESPRESSO,335,EAST    6 STREET,10003,9175026109,Caf̩/Coffee/Tea,A
QUALITY EATS,19,GREENWICH AVE,10014,2123379988,American,A
CAFE BARI,1033,AVENUE OF THE AMERICAS,10018,2124314350,Caf̩/Coffee/Tea,A
LUNT FONTANNE THEATER,205,WEST   46 STREET,10036,2123544624,American,A
FLANNERY'S BAR,205,WEST   14 STREET,10011,2122292122,American,A
PETRARCA,34,WHITE STREET,10013,2126252800,Italian,A
"CADWALADER, WICKERSHAM & TAFT",1,WORLD FINANCIAL CENTER,10281,2129933800,American,A
LE MONDE,2883,BROADWAY,10025,2125313939,French,A
THE MEAN FIDDLER,266,WEST   47 STREET,10036,2123542950,American,A
CASA PIZZA,1427,3RD AVE,10028,2125355700,Pizza/Italian,A
NAPLES 45 RESTAURANT,200,PARK AVENUE,10003,2129727001,Italian,A
PAPA KEBAB,361,WEST   17 STREET,10011,6469984597,Mediterranean,A
STARBUCKS #48990,125,SAINT MARKS PL,10009,9176483955,Caf̩/Coffee/Tea,A
RONG SHENG CHINESE KITCHEN,2102,2ND AVE,10029,2124268588,Chinese,A
ANJAPPAR,116,LEXINGTON AVENUE,10016,2122653663,Indian,A
POTBELLY SANDWICH WORKS,101,MAIDEN LANE,10038,6462894201,Sandwiches,A
LUNA PIZZA,225,PARK ROW,10038,2123858118,Pizza,A
WU'S WONTON KING,165,E BROADWAY,10002,2124771111,Chinese,A
AYA SUSHI,314,W 39TH ST,10018,2122215849,Japanese,A
VEZZO,178,LEXINGTON AVENUE,10016,2128398300,Pizza/Italian,A
Villanelle,15,E 12TH ST,10003,9174166745,American,A
DAVIDSTEA,275,BLEECKER STREET,10014,2124148599,Caf̩/Coffee/Tea,A
THE SPOTTED OWL,211,AVENUE A,10009,2123889844,American,A
HAN DYNASTY,90,3RD AVE,10003,2123908685,Chinese,A
BROWN SUGAR BAR & RESTAURANT,5060,BROADWAY,10034,6466883504,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",A
AURORA SOHO,510,BROOME STREET,10013,2123349020,Italian,A
PULSE CAFE,45,ROCKEFELLER PLAZA,10111,2122188663,American,A
BAR MISHIMA,212,EAST   52 STREET,10022,2125881089,Japanese,A
BAGEL TREE,245,E 124TH ST,10035,6465598912,Bagels/Pretzels,A
LUKE'S LOBSTER,93,EAST    7 STREET,10009,2123878487,Seafood,A
CARNEGIE CUP CAFE,1080,PARK AVE,10128,6465901395,Caf̩/Coffee/Tea,A
FILICORI ZECCHINI,1,BROADWAY,10004,9176017746,American,A
RELISH CONCESSIONS & EVENT CATERING,0,INSIDE CENTRAL PARK,10065,2127726536,American,A
NISH NUSH,88,READE STREET,10013,2129641318,Middle Eastern,A
AYZA CAFE & WINE BAR,11,WEST   31 STREET,10001,2127142992,Mediterranean,A
THE BAR ROOM,117,E 60TH ST,10022,2125615523,American,A
JOSEPH'S RISTORANTE,3,HANOVER SQUARE,10004,2127471300,Italian,A
THE HELEN HAYES THEATRE,240,WEST   44 STREET,10036,2123023297,American,A
AUGUST WILSON THEATRE,245,WEST   52 STREET,10019,2125825472,American,A
SUSHIANN,38,EAST   51 STREET,10022,2127551780,Japanese,A
MCDONALD'S,220,WEST   42 STREET,10036,2128406250,Hamburgers,A
PAPI'S PIZZERIA,1422,ST NICHOLAS AVENUE,10033,6466926840,Pizza,A
ELI ZABAR,922,MADISON AVE,10021,6467902333,American,A
VIVI BUBBLE TEA,607,9TH AVE,10036,2129560288,Caf̩/Coffee/Tea,A
ANYWAY CAFE,34,EAST    2 STREET,10003,2125333412,Russian,A
GELATO GIUSTO,164,9TH AVE,10011,2126471111,"Ice Cream, Gelato, Yogurt, Ices",A
BERGER'S ON THE GO,2,EAST 39 STREET,10016,2127194173,Delicatessen,A
TOMMY HILFIGER,601,WEST   26 STREET,10001,2125496444,American,A
THINK COFFEE,248,MERCER STREET,10012,2122287093,Caf̩/Coffee/Tea,A
FRIARS NATIONAL ASSOC.,57,EAST   55 STREET,10022,2127517272,American,A
MCDONALD'S,220,WEST   42 STREET,10036,2128406250,Hamburgers,A
ATRIO,102,NORTH END AVENUE,10282,2129450100,American,A
NETA,61,WEST    8 STREET,10011,2125052610,Japanese,A
CAFE 47,47,WEST   66 STREET,10023,2124564274,American,A
BITE,211,EAST   14 STREET,10003,2126773123,Mediterranean,A
EVERGREEN ON 38ST,10,E 38TH ST,10016,2124481199,Chinese,A
HANAMIZUKI CAFE,143,W 29TH ST,10001,2126955533,Japanese,A
NEW BROADWAY PIZZERIA AND COFFEE,4312,BROADWAY,10033,2129276250,American,A
SUGAR SKETCH,172,E 2ND ST,10009,6469227272,Bakery,A
TIFFANY & COMPANY,727,5 AVENUE,10022,2126054015,American,A
CHIPILO ITALIAN SANDWICH SHOP,48,MULBERRY ST,10013,2128048183,American,A
KLIMAT,77,EAST 7 STREET,10003,9172140589,Polish,A
MALAYSIA GRILL,224,W 104TH ST,10025,2125791333,Asian,A
LUKE'S LOBSTER,26,SOUTH WILLIAM STREET,10004,2127471700,Seafood,A
TOUS LES JOURS,31,W 32ND ST,10001,2129679661,Bakery,A
JOSEPH'S RISTORANTE,3,HANOVER SQUARE,10004,2127471300,Italian,A
THE HILL,416,3 AVENUE,10016,2124811712,American,A
LUCKY'S FAMOUS BURGERS,147,EAST HOUSTON STREET,10002,2122544900,Hamburgers,A
NO. 1 RESTAURANT,4480,BROADWAY,10040,2123042913,Chinese/Cuban,A
CARAVAN OF DREAMS,405,EAST    6 STREET,10009,2122541613,Vegetarian,A
5TH AVENUE EMPIRE CAFE,339,5 AVENUE,10016,2126860036,Chinese,A
WALLSE RESTARUANT,342344,WEST 11 STREET,10014,2123522300,German,A
BEDFORD FALLS,206,EAST   67 STREET,10065,2127178181,American,A
CHEN'S EXPRESS KITCHEN,223,E 14TH ST,10003,2129828966,Chinese,A
TRIBECA BAGELS,374,CANAL STREET,10013,2122268518,Delicatessen,A
ASIAN 83,1605,2ND AVE,10028,9173998563,Chinese,A
BERKELEY,437,MADISON AVENUE,10022,2128328121,American,A
BROADWAY DELI & BAGEL'S,515,WEST   42 STREET,10036,2125640503,Delicatessen,A
RANCHO TEQUILERIA,741,9TH AVE,10019,718536021_,Mexican,A
NIAGARA/ LOVERS OF TODAY/ CABIN DOWN BELOW,112,AVENUE A,10009,2124209517,American,A
NICA TRATTORIA,354,EAST   84 STREET,10028,2124725040,Italian,A
THE PIG & WHISTLE PUB,202,WEST   36 STREET,10018,2122394820,American,A
AROY DEE THAI KITCHEN,20,JOHN STREET,10038,2125289922,Thai,A
JUICY CUBE,674,LEXINGTON AVENUE,10022,2128882188,"Juice, Smoothies, Fruit Salads",A
GLAZE TERIYAKI GRILL,139,4 AVENUE,10003,2124209400,Japanese,A
B&W DELI GROCERY,373,west 34th st,10001,9173882601,American,A
BOMBAY JUNCTION/PIZZA KING,1013,AVENUE OF THE AMERICAS,10018,2128403767,Indian,A
CABANA,1022,3 AVENUE,10065,2129805678,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",A
LEVAIN BAKERY,167,WEST   74 STREET,10023,2128746080,Bakery,A
MACCHIATO ESPRESSO BAR,141,EAST   44 STREET,10017,2128676772,Caf̩/Coffee/Tea,A
121 FULTON STREET,121,FULTON STREET,10038,6465456647,American,A
OH TAISHO,9,ST MARKS PLACE,10003,2126731300,Japanese,A
CAFE MANNA,20,EAST   16 STREET,10003,2129292281,American,A
MOONSTRUCK EAST,449,THIRD AVENUE,10016,2122131100,American,A
HORUS CAFE,293,EAST   10 STREET,10009,2122284774,Mediterranean,A
GLAZE,60,W 56TH ST,10019,2123150300,Asian,A
NEW YORK JR. LEAGUE,130,EAST   80 STREET,10075,2122886220,Caf̩/Coffee/Tea,A
2BEANS,1000S,8TH AVE,10019,2129378914,Caf̩/Coffee/Tea,A
TONY'S PIZZA PASTA & GYRO,4771,BROADWAY,10034,2125447476,Pizza,A
CAFE LOUP,105,WEST   13 STREET,10011,2122554746,French,A
SPICE,435,AMSTERDAM AVENUE,10024,2123625861,Thai,A
HARLEM SHAKE,2162,2ND AVE,10029,2122228311,American,A
CLOISTERS GRILL,7,HENSHAW STREET,10034,2129421580,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",A
PRET A MANGER,389,5 AVENUE,10016,2124018686,Soups & Sandwiches,A
CAPITALE,130,BOWERY,10013,2123345500,Continental,A
NEAPOLITAN EXPRESS,232,E 111TH ST,10029,2122894689,Pizza,A
TORISHIN,362,W 53RD ST,10019,2127570108,Japanese,A
THE STOREHOUSE,69,WEST 23 STREET,10010,2122438898,American,A
ARGO TEA CAFE,275,7 AVENUE,10001,6466062229,Caf̩/Coffee/Tea,A
FAY DA BAKERY,321,6 AVENUE,10014,2122559888,Chinese,A
BREADS BAKERY,1890,BROADWAY,10023,2126971463,Bakery,A
GEORGE'S,8789,GREENWICH STREET,10006,2122698026,American,A
LITTLE PIE COMPANY,424,WEST   43 STREET,10036,2127364780,Bakery,A
BILL'S BAR & BURGERS,22,9 AVENUE,10014,2124143003,Hamburgers,A
REGAL UNION SQUARE STADIUM 14,850,BROADWAY,10003,2122536266,American,A
PAX,520,8 AVENUE,10018,2127140555,American,A
COYOTE UGLY,153,FIRST AVENUE,10003,2124774431,American,A
BRANDY'S PIANO BAR,235,EAST   84 STREET,10028,2127444949,American,A
BARCLAY STREET CAFE,245,GREENWICH ST,10007,2127766210,Caf̩/Coffee/Tea,A
STUDIO TWENTY ONE,59,WEST   21 STREET,10010,2123678300,American,A
EAT HERE NOW,839,LEXINGTON AVENUE,10065,2127510724,American,A
CHIPOTLE MEXICAN GRILL,117,EAST   14 STREET,10003,2122600641,Mexican,A
121 FULTON STREET,121,FULTON STREET,10038,6465456647,American,A
16 HANDLES,1569,2 AVENUE,10028,6468632522,"Ice Cream, Gelato, Yogurt, Ices",A
GOMI-WINE-FOOD-FRIENDS,186,AVENUE A,10009,6467070707,Tapas,A
DAG'S THE PATIO,342,E 47TH ST,10017,9174714822,Caf̩/Coffee/Tea,A
TEVERE 84,155,EAST   84 STREET,10028,2127440210,Jewish/Kosher,A
OAXACA TAQUERIA- MURRAY HILL,152,E 33RD ST,10016,9175620005,Mexican,A
PAPAYA DOG,239-11,1 AVENUE,10003,6466547010,Hotdogs,A
TAVERN ON THE GREEN,0,67th Street and Central Park West,10023,2128778685,American,A
WICHCRAFT,61,WEST   62 STREET,10023,2127800577,Sandwiches,A
SPECIAL ATTENTION,325,EAST HOUSTON STREET,10002,2124774805,American,A
TOLEDO,6,EAST   36 STREET,10016,2126965036,Spanish,A
OBICA MOZZARELLA BAR,590,MADISON AVENUE,10022,2123552217,Italian,A
FIVE GUYS FAMOUS BURGERS AND FRIES,316,WEST   34 STREET,10001,2125646115,Hamburgers,A
LIVE BAIT BAR & RESTAURANT,14,EAST   23 STREET,10010,2123532400,Seafood,A
PARNELL'S PUB,350,EAST   53 STREET,10022,2127531761,Irish,A
